Player,Position,Base,Team,Sex,League
Jarrett Allen  BKN,C,3909902,BKN,M,NBA
Tony Bradley  UTH,C,3542060,UTH,M,NBA
Boban Marjanovic  DAL,C,3500000,DAL,M,NBA
Khem Birch  ORL,C,3000000,ORL,M,NBA
Goga Bitadze  IND,C,2957520,IND,M,NBA
Vincent Poirier  BOS,C,2619207,BOS,M,NBA
Willie Cauley-Stein  DAL,C,2286357,DAL,M,NBA
Mfiondu Kabengele  LAC,C,2075880,LAC,M,NBA
Robert Williams  BOS,C,2029920,BOS,M,NBA
Jordan Bell  CLE,C,1762796,CLE,M,NBA
Mitchell Robinson  NYK,C,1663861,NYK,M,NBA
Dewan Hernandez  TOR,C,1517981,TOR,M,NBA
Bruno Fernando  ATL,C,1517981,ATL,M,NBA
Anzejs Pasecniks  WAS,C,1517981,WAS,M,NBA
Nicolas Claxton  BKN,C,1517981,BKN,M,NBA
LeBron James  LAL,F,39219565,LAL,M,NBA
Kevin Durant  BKN,F,39058950,BKN,M,NBA
Blake Griffin  DET,F,36595996,DET,M,NBA
Paul George  LAC,F,35450412,LAC,M,NBA
Kawhi Leonard  LAC,F,34379100,LAC,M,NBA
Tobias Harris  PHI,F,34358850,PHI,M,NBA
Gordon Hayward  BOS,F,34187085,BOS,M,NBA
Khris Middleton  MIL,F,33051724,MIL,M,NBA
Pascal Siakam  TOR,F,30559200,TOR,M,NBA
Andrew Wiggins  GSW,F,29542010,GSW,M,NBA
Kristaps Porzingis  DAL,F,29467800,DAL,M,NBA
Otto Porter Jr.  CHI,F,28489238,CHI,M,NBA
Giannis Antetokounmpo  MIL,F,27528090,MIL,M,NBA
LaMarcus Aldridge  SAS,F,24000000,SAS,M,NBA
Draymond Green  GSW,F,22246956,GSW,M,NBA
Harrison Barnes  SAC,F,22215909,SAC,M,NBA
Julius Randle  NYK,F,18900000,NYK,M,NBA
Aaron Gordon  ORL,F,18136364,ORL,M,NBA
Bojan Bogdanovic  UTH,F,17850000,UTH,M,NBA
James Johnson  MIN,F,15827100,MIN,M,NBA
Bobby Portis  NYK,F,15750000,NYK,M,NBA
Andre Iguodala  MIA,F,15000000,MIA,M,NBA
Kelly Oubre Jr.  PHX,F,14375000,PHX,M,NBA
Rudy Gay  SAS,F,14000000,SAS,M,NBA
Thaddeus Young  CHI,F,13545000,CHI,M,NBA
Justise Winslow  MEM,F,13000000,MEM,M,NBA
Trevor Ariza  POR,F,12800000,POR,M,NBA
Taurean Prince  BKN,F,12250000,BKN,M,NBA
Robert Covington  HOU,F,12138345,HOU,M,NBA
T.J. Warren  IND,F,11750000,IND,M,NBA
Larry Nance Jr.  CLE,F,11709091,CLE,M,NBA
Dillon Brooks  MEM,F,11400000,MEM,M,NBA
Dwight Powell  DAL,F,11080125,DAL,M,NBA
Josh Richardson  PHI,F,10865952,PHI,M,NBA
Joe Ingles  UTH,F,10863637,UTH,M,NBA
Zion Williamson  NOP,F,10245480,NOP,M,NBA
Jayson Tatum  BOS,F,9897120,BOS,M,NBA
Al-Farouq Aminu  ORL,F,9720900,ORL,M,NBA
Kyle Anderson  MEM,F,9505100,MEM,M,NBA
Taj Gibson  NYK,F,9450000,NYK,M,NBA
Jerami Grant  DEN,F,9346153,DEN,M,NBA
Marvin Bagley III  SAC,F,8963640,SAC,M,NBA
Cedi Osman  CLE,F,8840909,CLE,M,NBA
Royce O'Neale  UTH,F,8500000,UTH,M,NBA
Maxi Kleber  DAL,F,8250000,DAL,M,NBA
R.J. Barrett  NYK,F,8231760,NYK,M,NBA
P.J. Tucker  HOU,F,7969537,HOU,M,NBA
Cristiano Felicio  CHI,F,7529020,CHI,M,NBA
De'Andre Hunter  ATL,F,7422000,ATL,M,NBA
Jonathan Isaac  ORL,F,7362566,ORL,M,NBA
Doug McDermott  IND,F,7333333,IND,M,NBA
Jaren Jackson Jr.  MEM,F,7257360,MEM,M,NBA
Nemanja Bjelica  SAC,F,7150000,SAC,M,NBA
Ersan Ilyasova  MIL,F,7000000,MIL,M,NBA
Darius Miller  NOP,F,7000000,NOP,M,NBA
Lauri Markkanen  CHI,F,6731508,CHI,M,NBA
Jabari Parker  SAC,F,6500000,SAC,M,NBA
Jarrett Culver  MIN,F,6104280,MIN,M,NBA
Trey Lyles  SAS,F,5500000,SAS,M,NBA
Wendell Carter Jr.  CHI,F,5448840,CHI,M,NBA
Justin Jackson  DAL,F,5029650,DAL,M,NBA
Ed Davis  UTH,F,5005350,UTH,M,NBA
Mike Scott  PHI,F,5005350,PHI,M,NBA
Frank Kaminsky  PHX,F,5005350,PHX,M,NBA
Richaun Holmes  SAC,F,5005350,SAC,M,NBA
JaMychal Green  LAC,F,5005350,LAC,M,NBA
Daniel Theis  BOS,F,5000000,BOS,M,NBA
Rui Hachimura  WAS,F,4692840,WAS,M,NBA
Kevin Knox  NYK,F,4588680,NYK,M,NBA
DJ Wilson  MIL,F,4548280,MIL,M,NBA
Cam Reddish  ATL,F,4458000,ATL,M,NBA
Mikal Bridges  PHX,F,4359000,PHX,M,NBA
TJ Leaf  IND,F,4326825,IND,M,NBA
Cameron Johnson  PHX,F,4235160,PHX,M,NBA
John Collins  ATL,F,4137302,ATL,M,NBA
PJ Washington  CHA,F,4023600,CHA,M,NBA
Dorian Finney-Smith  DAL,F,4000000,DAL,M,NBA
Miles Bridges  CHA,F,3934320,CHA,M,NBA
Nicolo Melli  NOP,F,3897436,NOP,M,NBA
OG Anunoby  TOR,F,3872215,TOR,M,NBA
Stanley Johnson  TOR,F,3804150,TOR,M,NBA
Jake Layman  MIN,F,3761085,MIN,M,NBA
Danuel House  HOU,F,3717000,HOU,M,NBA
Romeo Langford  BOS,F,3631200,BOS,M,NBA
Kyle Kuzma  LAL,F,3562178,LAL,M,NBA
Michael Porter Jr.  DEN,F,3550800,DEN,M,NBA
Sekou Doumbouya  DET,F,3449400,DET,M,NBA
Troy Brown Jr.  WAS,F,3372840,WAS,M,NBA
Luka Samanic  SAS,F,2824320,SAS,M,NBA
Matisse Thybulle  PHI,F,2711280,PHI,M,NBA
Brandon Clarke  MEM,F,2602920,MEM,M,NBA
Grant Williams  BOS,F,2498760,BOS,M,NBA
Chandler Hutchison  CHI,F,2443440,CHI,M,NBA
Darius Bazley  OKC,F,2399160,OKC,M,NBA
Mike Muscala  OKC,F,2283034,OKC,M,NBA
Luke Kornet  CHI,F,2250000,CHI,M,NBA
Nassir Little  POR,F,2210640,POR,M,NBA
Moritz Wagner  WAS,F,2161920,WAS,M,NBA
Dylan Windler  CLE,F,2137440,CLE,M,NBA
James Ennis  ORL,F,2130023,ORL,M,NBA
Stephen Curry  GSW,G,43006362,GSW,M,NBA
Chris Paul  OKC,G,41358814,OKC,M,NBA
Russell Westbrook  HOU,G,41358814,HOU,M,NBA
John Wall  WAS,G,41254920,WAS,M,NBA
James Harden  HOU,G,41254920,HOU,M,NBA
Klay Thompson  GSW,G,35361360,GSW,M,NBA
Mike Conley  UTH,G,34502130,UTH,M,NBA
Jimmy Butler  MIA,G,34379100,MIA,M,NBA
Kemba Walker  BOS,G,34379100,BOS,M,NBA
Kyrie Irving  BKN,G,33329100,BKN,M,NBA
Damian Lillard  POR,G,31626953,POR,M,NBA
Ben Simmons  PHI,G,30559200,PHI,M,NBA
Kyle Lowry  TOR,G,30000000,TOR,M,NBA
Devin Booker  PHX,G,29467800,PHX,M,NBA
C.J. McCollum  POR,G,29354152,POR,M,NBA
Bradley Beal  WAS,G,28751775,WAS,M,NBA
D'Angelo Russell  MIN,G,28649250,MIN,M,NBA
DeMar DeRozan  SAS,G,27739975,SAS,M,NBA
Jamal Murray  DEN,G,27285000,DEN,M,NBA
Nicolas Batum  CHA,G,27130435,CHA,M,NBA
Jrue Holiday  NOP,G,25396111,NOP,M,NBA
Buddy Hield  SAC,G,24431818,SAC,M,NBA
Jaylen Brown  BOS,G,22883929,BOS,M,NBA
Victor Oladipo  IND,G,21000000,IND,M,NBA
Malcolm Brogdon  IND,G,20700000,IND,M,NBA
Zach LaVine  CHI,G,19500000,CHI,M,NBA
Gary Harris  DEN,G,19160714,DEN,M,NBA
Tim Hardaway Jr.  DAL,G,18975000,DAL,M,NBA
Terry Rozier  CHA,G,18900000,CHA,M,NBA
Evan Fournier  ORL,G,17000000,ORL,M,NBA
Ricky Rubio  PHX,G,17000000,PHX,M,NBA
Eric Bledsoe  MIL,G,16875000,MIL,M,NBA
Eric Gordon  HOU,G,16869276,HOU,M,NBA
Caris LeVert  BKN,G,16203704,BKN,M,NBA
Dennis Schröder  OKC,G,15500000,OKC,M,NBA
Danny Green  LAL,G,15365854,LAL,M,NBA
Dejounte Murray  SAS,G,14286000,SAS,M,NBA
Will Barton  DEN,G,13723214,DEN,M,NBA
Terrence Ross  ORL,G,13500000,ORL,M,NBA
Patrick Beverley  LAC,G,13333333,LAC,M,NBA
Patrick Mills  SAS,G,13285714,SAS,M,NBA
J.J. Redick  NOP,G,13013700,NOP,M,NBA
Marcus Smart  BOS,G,12946428,BOS,M,NBA
Cory Joseph  SAC,G,12600000,SAC,M,NBA
Markelle Fultz  ORL,G,12288697,ORL,M,NBA
Tony Snell  DET,G,12178571,DET,M,NBA
Spencer Dinwiddie  BKN,G,11454048,BKN,M,NBA
Lonzo Ball  NOP,G,11003782,NOP,M,NBA
Norman Powell  TOR,G,10865952,TOR,M,NBA
Jeremy Lamb  IND,G,10500000,IND,M,NBA
Tomas Satoransky  CHI,G,10000000,CHI,M,NBA
George Hill  MIL,G,9590602,MIL,M,NBA
Ja Morant  MEM,G,9166800,MEM,M,NBA
Dante Exum  CLE,G,9100000,CLE,M,NBA
Delon Wright  DAL,G,9000000,DAL,M,NBA
De'Aaron Fox  SAC,G,8099627,SAC,M,NBA
Luka Doncic  DAL,G,8049360,DAL,M,NBA
Wayne Ellington  NYK,G,8000000,NYK,M,NBA
Elfrid Payton  NYK,G,8000000,NYK,M,NBA
Louis Williams  LAC,G,8000000,LAC,M,NBA
Tyus Jones  MEM,G,7965100,MEM,M,NBA
Seth Curry  DAL,G,7834449,DAL,M,NBA
Derrick Rose  DET,G,7682927,DET,M,NBA
Darius Garland  CLE,G,6720720,CLE,M,NBA
Trae Young  ATL,G,6571800,ATL,M,NBA
Frank Ntilikina  NYK,G,6176578,NYK,M,NBA
Rodney Hood  POR,G,6003900,POR,M,NBA
Ishmael Smith  WAS,G,6000000,WAS,M,NBA
Dennis Smith Jr.  NYK,G,5686677,NYK,M,NBA
Coby White  CHI,G,5572680,CHI,M,NBA
Malik Monk  CHA,G,5345687,CHA,M,NBA
Luke Kennard  DET,G,5273826,DET,M,NBA
Donovan Mitchell  UTH,G,5195501,UTH,M,NBA
Rodney McGruder  LAC,G,5192307,LAC,M,NBA
Avery Bradley  LAL,G,5005350,LAL,M,NBA
Garrett Temple  BKN,G,5005350,BKN,M,NBA
Collin Sexton  CLE,G,4991880,CLE,M,NBA
Reggie Bullock  NYK,G,4200000,NYK,M,NBA
Shai Gilgeous-Alexander  OKC,G,4141320,OKC,M,NBA
Patrick McCaw  TOR,G,4000000,TOR,M,NBA
Terrance Ferguson  OKC,G,3944013,OKC,M,NBA
Tyler Herro  MIA,G,3822240,MIA,M,NBA
Jerome Robinson  WAS,G,3737520,WAS,M,NBA
Derrick White  SAS,G,3516284,SAS,M,NBA
T.J. McConnell  IND,G,3500000,IND,M,NBA
Josh Hart  NOP,G,3491159,NOP,M,NBA
Zhaire Smith  PHI,G,3204600,PHI,M,NBA
Nickeil Alexander-Walker  NOP,G,3113160,NOP,M,NBA
Donte DiVincenzo  MIL,G,3044160,MIL,M,NBA
Quinn Cook  LAL,G,3000000,LAL,M,NBA
Ryan Arcidiacono  CHI,G,3000000,CHI,M,NBA
Lonnie Walker IV  SAS,G,2892000,SAS,M,NBA
Josh Okogie  MIN,G,2771040,MIN,M,NBA
Kevin Huerter  ATL,G,2761920,ATL,M,NBA
Alex Caruso  LAL,G,2750000,LAL,M,NBA
Marko Guduric  MEM,G,2750000,MEM,M,NBA
Wesley Matthews  MIL,G,2692991,MIL,M,NBA
Grayson Allen  MEM,G,2545320,MEM,M,NBA
Austin Rivers  HOU,G,2369663,HOU,M,NBA
Aaron Holiday  IND,G,2345640,IND,M,NBA
Serena Williams,Singles,4071085.52,-,F,WTA
Venus Williams,Singles,5994040.57,-,F,WTA
Maria Sharapova,Singles,7755592.4,-,F,WTA
Simona Halep,Singles,18522955.5,-,F,WTA
Caroline Wozniacki,Singles,35233415,-,F,WTA
Petra Kvitova,Singles,16286302,-,F,WTA
Victoria Azarenka,Singles,16173644,-,F,WTA
Angelique Kerber,Singles,9951326,-,F,WTA
Svetlana Kuznetsova,Singles,12741800,-,F,WTA
Martina Hingis,Singles,4949814.8,-,F,WTA
Kim Clijsters,Singles,6130673.75,-,F,WTA
Lindsay Davenport,Singles,7388779.33,-,F,WTA
Steffi Graf,Singles,995239.86,-,F,WTA
Martina Navratilova,Singles,1201449.39,-,F,WTA
GarbiÑe Muguruza,Singles,10579900.5,-,F,WTA
Justine Henin,Singles,2980476.43,-,F,WTA
Samantha Stosur,Singles,19037221,-,F,WTA
Naomi Osaka,Singles,5923411.33,-,F,WTA
Ashleigh Barty,Singles,17594569,-,F,WTA
Arantxa Sanchez-vicario,Singles,4235660,-,F,WTA
Na Li,Singles,8354537,-,F,WTA
Sloane Stephens,Singles,15559105,-,F,WTA
Ana Ivanovic,Singles,15510787,-,F,WTA
AmÉlie Mauresmo,Singles,7511238,-,F,WTA
Monica Seles,Singles,1654640.22,-,F,WTA
Flavia Pennetta,Singles,14197886,-,F,WTA
Conchita MartÍnez,Singles,11527977,-,F,WTA
Francesca Schiavone,Singles,11324245,-,F,WTA
Jennifer Capriati,Singles,3402213,-,F,WTA
Mary Pierce,Singles,4896559.5,-,F,WTA
Jelena Ostapenko,Singles,9074100,-,F,WTA
Chris Evert,Singles,494233.06,-,F,WTA
Sofia Kenin,Singles,7221702,-,F,WTA
Bianca Andreescu,Singles,6720038,-,F,WTA
Anastasia Myskina,Singles,5606725,-,F,WTA
